cat_id,Cat_sex,neuroticism,energy_level,affection,child_friendly,pet_friendly,vocal,trainability,grooming,independence,dominance,sex_Female,sex_Male,sex_Unknown,cat_name,cat_breed
CAT_01168,Male,3,3,4,6,6,7,6,6,5,1,0,1,0,Jasper,Norwegian Forest Cat
CAT_01169,Female,2,4,6,5,4,5,5,5,5,3,1,0,0,Piper,Balinese
CAT_01170,Female,1,4,7,7,7,5,6,6,4,2,1,0,0,Willow,British Longhair
CAT_01171,Female,3,5,4,4,3,7,4,3,2,3,1,0,0,Luna,Abyssinian
CAT_01172,Male,5,4,6,4,6,7,6,4,2,2,0,1,0,Jasper,British Shorthair
CAT_01173,Male,1,5,6,4,5,2,6,6,6,4,0,1,0,Finn,Norwegian Forest Cat
CAT_01174,Female,5,3,6,4,1,6,4,3,4,1,1,0,0,Daphne,Siamese
CAT_01175,Male,5,4,4,2,1,6,5,2,7,6,0,1,0,Kaiser,Russian Blue
CAT_01176,Male,6,5,3,4,4,7,4,4,4,5,0,1,0,Loki,Abyssinian
CAT_01177,Male,2,3,6,5,4,7,4,3,2,3,0,1,0,Simba,Domestic Shorthair
CAT_01178,Female,4,5,6,4,3,6,6,6,5,5,1,0,0,Onyx,Maine Coon
CAT_01179,Male,4,5,5,5,5,7,6,5,4,3,0,1,0,Hunter,Bengal
CAT_01180,Female,3,5,6,6,6,6,6,6,5,5,1,0,0,Willow,Ragdoll
CAT_01181,Male,4,6,6,4,1,7,5,2,4,1,0,1,0,Riot,Abyssinian
CAT_01182,Female,6,5,6,5,4,3,2,3,5,2,1,0,0,Luna,British Longhair
CAT_01183,Female,2,5,7,7,7,3,6,6,4,1,1,0,0,Daisy,Ragdoll
CAT_01184,Male,2,4,6,6,6,6,4,5,5,2,0,1,0,Jasper,American Shorthair
CAT_01185,Female,6,4,4,4,1,1,6,2,4,1,1,0,0,Onyx,Sphynx
CAT_01186,Female,6,5,5,2,2,6,5,4,6,3,1,0,0,Raven,Savannah
CAT_01187,Female,4,4,7,3,1,7,6,4,6,4,1,0,0,Zelda,Ocicat
CAT_01188,Male,4,5,6,6,5,5,4,6,6,2,0,1,0,Thane,Norwegian Forest Cat
CAT_01189,Female,4,6,5,5,2,6,4,3,6,3,1,0,0,Nova,Bengal
CAT_01190,Male,6,7,4,2,7,1,4,2,4,4,0,1,0,Blaze,Siberian
CAT_01191,Male,6,5,6,4,1,7,4,2,6,7,0,1,0,Riot,Abyssinian
CAT_01192,Male,3,4,6,4,4,6,5,4,5,3,0,1,0,Baxter,British Shorthair
CAT_01193,Female,4,5,5,3,2,2,5,4,6,2,1,0,0,Mochi,Singapura
CAT_01194,Female,4,5,6,5,3,7,6,5,6,5,1,0,0,Electra,Ocicat
CAT_01195,Male,5,4,6,4,3,2,5,4,3,3,0,1,0,Jasper,Russian Blue
CAT_01196,Male,3,3,6,6,3,7,6,6,4,2,0,1,0,Finn,Maine Coon
CAT_01197,Female,3,7,6,5,4,5,5,4,4,5,1,0,0,Zuzu,Abyssinian
CAT_01198,Female,3,5,6,6,2,7,6,5,4,2,1,0,0,Luna,Norwegian Forest Cat
CAT_01199,Male,1,5,7,7,6,7,7,7,4,2,0,1,0,Maximillian,Persian
CAT_01200,Female,2,5,7,6,3,7,5,6,4,3,1,0,0,Aurora,Ragdoll
CAT_01201,Female,3,4,7,5,5,5,4,4,5,3,1,0,0,Luna,Abyssinian
CAT_01202,Female,5,5,6,6,6,5,6,5,5,2,1,0,0,Xanthe,Abyssinian
CAT_01203,Female,3,6,6,4,2,6,6,5,4,5,1,0,0,Zara,Abyssinian
CAT_01204,Female,4,4,4,5,2,5,4,4,5,1,1,0,0,Mochi,British Shorthair
CAT_01205,Male,1,4,6,7,3,6,6,7,6,1,0,1,0,Maxim,Ragdoll
CAT_01206,Female,2,5,6,6,4,3,4,5,4,3,1,0,0,Astrid,Norwegian Forest Cat
CAT_01207,Female,3,3,6,4,2,4,6,4,5,3,1,0,0,Piper,Siberian
CAT_01208,Female,4,4,4,4,3,5,3,4,4,4,1,0,0,Lyra,Domestic Shorthair
CAT_01209,Female,2,5,6,6,6,6,7,6,5,1,1,0,0,Cleo,Siamese
CAT_01210,Female,4,4,4,6,3,5,4,4,4,3,1,0,0,Willow,British Longhair
CAT_01211,Male,5,7,7,4,5,7,7,4,4,5,0,1,0,Rocket,Abyssinian
CAT_01212,Female,6,5,6,4,3,5,6,4,4,3,1,0,0,Luna,British Shorthair
CAT_01213,Female,4,5,4,6,4,2,6,5,4,3,1,0,0,Daisy,Ragdoll
CAT_01214,Male,1,6,5,4,2,6,6,4,4,5,0,1,0,Jasper,American Bobtail
CAT_01215,Male,1,4,7,4,2,5,6,4,4,5,0,1,0,Apollo,Maine Coon
CAT_01216,Male,1,5,6,6,4,5,5,6,4,3,0,1,0,Hunter,Norwegian Forest Cat
CAT_01217,Female,5,3,4,4,4,5,4,4,3,4,1,0,0,Whiskers,Domestic Shorthair
CAT_01218,Female,2,6,7,6,5,7,6,4,4,2,1,0,0,Sassy,Siamese
CAT_01219,Female,2,4,6,6,4,4,4,5,4,2,1,0,0,Lola,Balinese
CAT_01220,Female,2,1,6,4,6,1,1,2,4,1,1,0,0,Mochi,Persian
CAT_01221,Female,4,4,4,4,4,5,2,2,5,4,1,0,0,Luna,Oriental Shorthair
CAT_01222,Female,5,4,2,6,4,6,6,5,7,1,1,0,0,Onyx,Abyssinian
CAT_01223,Male,3,5,7,6,6,7,5,6,4,2,0,1,0,Jasper,Maine Coon
CAT_01224,Female,3,3,6,4,6,7,3,2,4,5,1,0,0,Whiskers,British Shorthair
CAT_01225,Female,6,4,4,4,1,6,2,2,2,3,1,0,0,Loki,Sphynx
CAT_01226,Female,4,5,5,5,1,2,4,4,6,7,1,0,0,Xanthe,Ocicat
CAT_01227,Male,1,2,7,6,2,5,6,6,4,4,0,1,0,Finn,Bengal
CAT_01228,Male,3,6,7,6,4,6,6,6,6,5,0,1,0,Thane,Savannah
CAT_01229,Male,3,3,6,7,4,1,6,6,4,2,0,1,0,Miko,Norwegian Forest Cat
CAT_01230,Male,2,4,6,6,5,3,5,5,4,3,0,1,0,Gideon,Russian Blue
CAT_01231,Female,5,3,4,4,5,7,4,2,4,3,1,0,0,Luna,Abyssinian
CAT_01232,Male,3,3,6,4,2,5,6,6,4,5,0,1,0,Jasper,British Shorthair
CAT_01233,Male,6,5,5,4,6,6,4,2,5,2,0,1,0,Riot,Devon Rex
CAT_01234,Male,4,5,4,3,2,6,6,4,6,3,0,1,0,Thane,Ocicat
CAT_01235,Male,7,5,6,4,6,4,6,2,6,1,0,1,0,Zephyr,Siamese
CAT_01236,Female,6,5,3,4,3,6,6,4,4,5,1,0,0,Onyx,Cornish Rex
CAT_01237,Male,6,6,2,2,2,5,2,2,4,5,0,1,0,Loki,Egyptian Mau
CAT_01238,Female,5,5,2,2,4,4,3,2,4,4,1,0,0,Raven,Russian Blue
CAT_01239,Female,2,7,6,6,4,7,7,6,4,1,1,0,0,Nova,Abyssinian
CAT_01240,Male,4,7,6,2,5,1,4,2,5,5,0,1,0,Blaze,Savannah
CAT_01241,Female,4,5,5,5,4,7,5,4,6,4,1,0,0,Luna,Abyssinian
CAT_01242,Male,2,2,4,5,3,3,6,6,7,5,0,1,0,Jasper,British Shorthair
CAT_01243,Male,2,5,6,6,4,6,6,6,4,4,0,1,0,Finn,Maine Coon
CAT_01244,Female,4,5,6,5,2,3,4,4,6,5,1,0,0,Onyx,Siberian
CAT_01245,Female,1,5,6,6,5,7,6,5,4,4,1,0,0,Aria,Norwegian Forest Cat
CAT_01246,Male,4,4,6,4,2,7,5,4,4,4,0,1,0,Thane,Russian Blue
CAT_01247,Female,5,6,1,5,6,4,4,5,4,5,1,0,0,Sable,Devon Rex
CAT_01248,Female,3,4,4,2,2,5,4,3,4,5,1,0,0,Piper,Korat
CAT_01249,Female,1,4,4,3,1,3,2,2,6,6,1,0,0,Lola,Sphynx
CAT_01250,Female,6,5,5,4,3,5,5,4,4,5,1,0,0,Raven,Tonkinese
CAT_01251,Male,2,4,6,6,6,7,6,6,4,2,0,1,0,Maverick,Abyssinian
CAT_01252,Female,2,4,7,6,4,7,6,6,5,4,1,0,0,Luna,Birman
CAT_01253,Male,5,2,5,4,6,6,5,6,6,2,0,1,0,Chester,British Shorthair
CAT_01254,Male,3,5,6,4,3,7,5,4,6,5,0,1,0,Jager,Ocicat
CAT_01255,Female,5,5,5,4,4,6,6,4,4,4,1,0,0,Onyx,Siamese
CAT_01256,Female,2,4,4,4,5,1,4,4,6,3,1,0,0,Whisper,Russian Blue
CAT_01257,Female,4,5,5,4,5,6,4,4,3,3,1,0,0,Sasha,Korat
CAT_01258,Male,5,5,6,4,2,7,5,4,6,6,0,1,0,Thane,Devon Rex
CAT_01259,Male,3,4,6,5,4,7,4,5,4,3,0,1,0,Finn,Savannah
CAT_01260,Male,6,4,5,6,5,7,6,6,7,1,0,1,0,Zeus,Norwegian Forest Cat
CAT_01261,Female,6,6,2,2,4,6,4,2,6,4,1,0,0,Luna,Abyssinian
CAT_01262,Female,2,5,7,6,7,7,6,6,6,1,1,0,0,Gracie,Ragdoll
CAT_01263,Female,2,3,6,4,1,7,4,2,6,7,1,0,0,Cleo,British Longhair
CAT_01264,Male,6,4,5,4,1,7,6,4,4,1,0,1,0,Jasper,Norwegian Forest Cat
CAT_01265,Female,2,5,5,6,6,7,4,4,5,2,1,0,0,Lola,Balinese
CAT_01266,Male,4,5,3,4,5,7,3,4,6,4,0,1,0,Rocky,Ocicat
CAT_01267,Male,3,4,6,6,5,5,5,6,4,3,0,1,0,Felix,Siberian
CAT_01268,Male,4,5,5,3,3,5,4,2,6,7,0,1,0,Thane,Chartreux
CAT_01269,Female,5,7,7,5,1,7,6,4,6,5,1,0,0,Electra,Egyptian Mau
CAT_01270,Female,2,7,6,6,5,7,5,4,4,3,1,0,0,Zelda,Siamese
CAT_01271,Female,6,5,2,2,5,5,6,3,7,5,1,0,0,Luna,Abyssinian
CAT_01272,Female,2,4,5,5,3,6,4,6,4,4,1,0,0,Daisy,British Longhair
CAT_01273,Female,4,5,6,4,2,5,5,4,4,6,1,0,0,Lola,Siamese
CAT_01274,Male,4,5,4,5,1,7,6,4,7,6,0,1,0,Blaze,Savannah
CAT_01275,Male,6,4,6,4,5,6,6,4,6,2,0,1,0,Jasper,Norwegian Forest Cat
CAT_01276,Male,1,4,6,5,4,5,4,3,6,5,0,1,0,Felix,Maine Coon
CAT_01277,Male,2,5,6,6,6,4,6,6,5,5,0,1,0,Apollo,Bengal
CAT_01278,Male,4,6,3,4,1,7,6,4,6,6,0,1,0,Ranger,Ocicat
CAT_01279,Female,5,5,6,4,4,5,5,3,6,2,1,0,0,Willow,Russian Blue
CAT_01280,Female,5,5,5,4,3,6,6,4,6,4,1,0,0,Piper,Ragdoll
CAT_01281,Female,4,5,2,2,2,3,6,3,4,5,1,0,0,Luna,Abyssinian
CAT_01282,Female,2,5,7,6,3,4,6,6,4,5,1,0,0,Daisy,Burmese
CAT_01283,Male,4,5,6,6,4,5,4,5,5,3,0,1,0,Jasper,Maine Coon
CAT_01284,Female,4,5,7,6,4,3,4,4,2,1,1,0,0,Lola,Ragdoll
CAT_01285,Male,1,5,7,4,6,7,6,6,4,1,0,1,0,Maximus,Savannah
CAT_01286,Male,2,4,7,7,6,6,6,7,4,3,0,1,0,Oliver,British Shorthair
CAT_01287,Male,1,3,7,7,5,7,6,7,4,3,0,1,0,Leo,Norwegian Forest Cat
CAT_01288,Female,3,7,5,2,3,7,2,1,3,2,1,0,0,Blaze,Ocicat
CAT_01289,Female,3,4,6,6,3,6,6,6,3,2,1,0,0,Willow,Siamese
CAT_01290,Female,4,3,2,2,3,2,4,2,6,3,1,0,0,Onyx,Russian Blue
CAT_01291,Female,3,4,4,6,5,6,6,6,6,4,1,0,0,Luna,British Shorthair
CAT_01292,Male,2,5,7,6,4,6,4,5,4,5,0,1,0,Jasper,Ragdoll
CAT_01293,Female,6,5,6,4,1,5,6,4,5,2,1,0,0,Zelda,Sphynx
CAT_01294,Male,2,5,7,6,7,5,5,5,4,1,0,1,0,Leo,Maine Coon
CAT_01295,Male,6,6,3,4,2,5,4,4,3,1,0,1,0,Riot,Devon Rex
CAT_01296,Female,2,3,6,5,1,1,6,6,6,4,1,0,0,Mochi,British Longhair
CAT_01297,Male,2,5,6,6,4,7,6,6,6,3,0,1,0,Thane,Abyssinian
CAT_01298,Female,2,4,6,4,2,6,5,4,4,6,1,0,0,Onyx,Russian Blue
CAT_01299,Female,2,5,6,4,6,4,4,3,3,4,1,0,0,Piper,Ocicat
CAT_01300,Female,5,4,5,4,5,4,6,4,4,4,1,0,0,Sage,Siberian
CAT_01301,Female,5,6,4,4,4,7,6,4,2,4,1,0,0,Luna,Abyssinian
CAT_01302,Female,3,6,6,6,4,7,6,4,7,2,1,0,0,Akira,Balinese
CAT_01303,Male,4,4,2,2,1,7,4,2,7,5,0,1,0,Brutus,British Shorthair
CAT_01304,Male,3,3,6,5,3,7,6,4,5,1,0,1,0,Jasper,Korat
CAT_01305,Female,2,6,7,4,5,7,6,4,6,3,1,0,0,Cleo,Maine Coon
CAT_01306,Female,4,5,4,2,7,1,6,3,4,2,1,0,0,Mochi,Chartreux
CAT_01307,Female,3,5,6,6,2,7,6,6,4,3,1,0,0,Sora,Russian Blue
CAT_01308,Female,6,5,4,5,5,6,6,5,4,2,1,0,0,Nova,Siamese
CAT_01309,Male,2,6,7,5,7,7,4,2,4,4,0,1,0,Atlas,Norwegian Forest Cat
CAT_01310,Male,5,5,4,3,2,2,4,2,4,1,0,1,0,Thane,British Longhair
CAT_01311,Male,2,3,6,6,3,7,5,6,3,3,0,1,0,Buster,Abyssinian
CAT_01312,Female,4,6,5,6,3,4,7,6,7,4,1,0,0,Whiskers,Balinese
CAT_01313,Male,4,4,4,4,1,1,3,2,6,5,0,1,0,Gizmo,British Shorthair
CAT_01314,Female,4,5,4,5,1,7,6,4,6,6,1,0,0,Raven,Siamese
CAT_01315,Female,2,4,7,6,4,5,4,6,2,3,1,0,0,Luna,Ragdoll
CAT_01316,Female,1,4,6,5,2,7,3,3,4,6,1,0,0,Cleo,Maine Coon
CAT_01317,Female,4,6,6,4,2,6,6,6,6,4,1,0,0,Onyx,Egyptian Mau
CAT_01318,Female,2,5,6,5,1,5,4,4,4,5,1,0,0,Lola,Ocicat
CAT_01319,Male,4,6,6,6,4,4,6,5,5,4,0,1,0,Jasper,Norwegian Forest Cat
CAT_01320,Male,4,6,6,2,4,6,5,4,4,4,0,1,0,Thane,Bengal
CAT_01321,Male,3,6,7,6,6,7,6,6,4,3,0,1,0,Rufus,Abyssinian
CAT_01322,Male,4,6,4,4,3,2,4,4,4,5,0,1,0,Brutus,British Shorthair
CAT_01323,Female,4,6,4,4,3,1,6,4,5,2,1,0,0,Loki,Korat
CAT_01324,Female,3,6,6,4,2,7,6,4,5,5,1,0,0,Onyx,Ocicat
CAT_01325,Female,7,3,4,4,1,7,4,3,3,3,1,0,0,Whiskers,Sphynx
CAT_01326,Male,6,7,4,4,3,7,7,6,4,3,0,1,0,Blaze,Abyssinian
CAT_01327,Unknown,1,6,7,4,2,5,5,6,3,5,0,0,1,Mochi,Domestic Shorthair
CAT_01328,Female,4,4,4,4,4,2,5,4,4,4,1,0,0,Misty,Domestic Shorthair
CAT_01329,Male,4,5,6,6,6,7,5,5,5,5,0,1,0,Jasper,Maine Coon
CAT_01330,Female,4,5,4,4,4,5,4,2,6,5,1,0,0,Pixie,Singapura
CAT_01331,Female,3,4,6,6,3,2,5,5,4,2,1,0,0,Luna,Abyssinian
CAT_01332,Male,6,5,4,6,6,4,6,6,6,2,0,1,0,Jasper,Korat
CAT_01333,Male,2,5,7,6,6,6,6,6,4,3,0,1,0,Romeo,Maine Coon
CAT_01334,Male,3,6,6,6,4,7,6,6,4,3,0,1,0,Blaze,Abyssinian
CAT_01335,Male,4,4,6,5,4,3,6,4,4,5,0,1,0,Maverick,British Shorthair
CAT_01336,Female,4,6,6,4,5,6,5,4,6,3,1,0,0,Onyx,Balinese
CAT_01337,Female,5,4,5,3,3,3,4,2,6,5,1,0,0,Raven,Sphynx
CAT_01338,Female,6,5,6,4,1,7,6,4,6,6,1,0,0,Vesper,Siamese
CAT_01339,Female,4,5,4,5,2,5,6,6,6,5,1,0,0,Ophelia,Russian Blue
CAT_01340,Male,2,5,5,6,5,6,6,6,4,6,0,1,0,Hunter,Norwegian Forest Cat
CAT_01341,Female,2,5,6,5,4,5,4,4,4,2,1,0,0,Luna,British Shorthair
CAT_01342,Female,6,3,4,5,2,6,4,4,5,2,1,0,0,Onyx,Birman
CAT_01343,Unknown,2,5,7,6,3,7,7,6,4,4,0,0,1,Zephyr,Abyssinian
CAT_01344,Female,4,5,6,4,4,7,4,4,5,4,1,0,0,Willow,Norwegian Forest Cat
CAT_01345,Male,2,4,6,6,6,5,5,4,3,2,0,1,0,Jasper,Maine Coon
CAT_01346,Female,6,3,6,4,3,1,6,4,3,3,1,0,0,Lila,Russian Blue
CAT_01347,Female,6,4,3,4,5,3,7,4,4,1,1,0,0,Sphinx,Singapura
CAT_01348,Male,4,5,4,2,3,3,4,3,6,4,0,1,0,Thane,Ocicat
CAT_01349,Female,4,6,7,6,6,2,5,6,4,1,1,0,0,Aurora,Devon Rex
CAT_01350,Male,3,5,6,3,5,5,6,4,4,4,0,1,0,Orion,Bengal
CAT_01351,Female,1,3,6,2,5,5,6,4,4,4,1,0,0,Luna,British Shorthair
CAT_01352,Male,4,3,6,2,2,5,4,4,4,5,0,1,0,Rocky,American Bobtail
CAT_01353,Female,1,5,4,4,2,5,6,5,4,3,1,0,0,Zara,Abyssinian
CAT_01354,Male,4,5,6,6,1,5,6,6,4,6,0,1,0,Apollo,Maine Coon
CAT_01355,Female,3,5,6,4,6,3,6,4,4,1,1,0,0,Willow,Ragdoll
CAT_01356,Male,1,3,7,7,7,3,7,7,4,3,0,1,0,Simba,Persian
CAT_01357,Male,5,4,4,2,1,7,5,3,5,2,0,1,0,Kaiser,Siberian
CAT_01358,Male,3,5,6,6,4,5,4,4,5,4,0,1,0,Hunter,Norwegian Forest Cat
CAT_01359,Male,5,5,4,4,4,4,4,4,5,5,0,1,0,Thane,Bengal
CAT_01360,Female,3,2,6,6,4,7,5,5,4,2,1,0,0,Lyra,Birman
CAT_01361,Female,4,2,4,6,2,6,4,6,2,2,1,0,0,Luna,British Longhair
CAT_01362,Unknown,5,5,5,4,1,3,4,2,4,4,0,0,1,Onyx,Ocicat
CAT_01363,Female,2,6,7,5,4,7,6,6,4,5,1,0,0,Ziggy,Maine Coon
CAT_01364,Male,2,6,7,7,6,7,6,6,4,1,0,1,0,Jasper,Ragdoll
CAT_01365,Male,1,4,7,7,4,6,6,6,4,4,0,1,0,Orion,Norwegian Forest Cat
CAT_01366,Female,2,4,7,7,4,7,4,4,4,1,1,0,0,Cleo,British Shorthair
CAT_01367,Female,4,5,2,2,4,5,4,2,6,4,1,0,0,Raven,Sphynx
CAT_01368,Female,4,4,6,4,3,5,6,6,5,3,1,0,0,Lyra,Balinese
CAT_01369,Female,3,3,4,6,2,7,3,2,4,2,1,0,0,Lola,Korat
CAT_01370,Female,4,3,2,4,3,7,6,4,5,1,1,0,0,Onyxia,Siberian
CAT_01371,Female,2,3,6,6,1,3,3,4,4,6,1,0,0,Luna,Abyssinian
CAT_01372,Female,5,6,2,3,2,7,6,4,6,5,1,0,0,Onyx,Ocicat
CAT_01373,Male,2,5,7,6,7,6,4,4,4,2,0,1,0,Maximus,Maine Coon
CAT_01374,Female,4,6,4,7,4,7,7,7,6,5,1,0,0,Akira,Balinese
CAT_01375,Male,2,5,5,6,1,7,6,5,6,3,0,1,0,Blaze,Bengal
CAT_01376,Female,1,5,5,6,7,7,6,6,4,1,1,0,0,Seraphina,Norwegian Forest Cat
CAT_01377,Female,1,5,6,7,4,5,7,7,4,2,1,0,0,Lila,Ragdoll
CAT_01378,Female,6,6,4,6,6,3,6,6,5,2,1,0,0,Ravenna,Siamese
CAT_01379,Male,4,5,6,5,6,7,6,5,4,2,0,1,0,Jasper,British Shorthair
CAT_01380,Male,2,5,6,6,6,7,5,6,5,3,0,1,0,Orion,Siberian
CAT_01381,Male,4,3,6,6,7,1,4,4,6,1,0,1,0,Brock,British Shorthair
CAT_01382,Female,2,5,6,6,3,7,6,6,4,2,1,0,0,Luna,Abyssinian
CAT_01383,Female,4,2,4,4,1,6,4,3,5,7,1,0,0,Ophelia,Cymric
CAT_01384,Male,4,6,3,2,3,2,6,4,6,3,0,1,0,Jager,American Bobtail
CAT_01385,Male,4,7,6,4,6,5,5,6,4,4,0,1,0,Thane,Bengal
CAT_01386,Female,1,5,6,7,6,7,7,7,6,1,1,0,0,Aurora,Ocicat
CAT_01387,Female,4,6,6,5,2,7,6,5,4,4,1,0,0,Zara,Siamese
CAT_01388,Female,3,2,2,4,3,1,4,3,6,4,1,0,0,Lylah,Manx
CAT_01389,Female,5,3,5,4,4,5,4,4,6,6,1,0,0,Kaida,Norwegian Forest Cat
CAT_01390,Female,2,5,6,4,4,6,4,4,5,2,1,0,0,Sasha,Burmese
CAT_01391,Male,3,4,6,4,4,6,6,5,4,4,0,1,0,Brock,Abyssinian
CAT_01392,Male,4,4,5,5,3,6,4,4,4,3,0,1,0,Jasper,British Shorthair
CAT_01393,Male,3,2,5,6,2,5,4,4,6,5,0,1,0,Mellow,Maine Coon
CAT_01394,Male,3,6,6,6,5,7,4,4,6,6,0,1,0,Blaze,Bengal
CAT_01395,Male,2,5,6,4,1,5,4,3,4,3,0,1,0,Ranger,Savannah
CAT_01396,Female,2,6,6,5,3,6,5,4,4,2,1,0,0,Luna,Abyssinian
CAT_01397,Female,4,4,4,3,2,7,4,3,4,5,1,0,0,Onyx,Sphynx
CAT_01398,Female,1,3,7,5,3,5,4,4,3,2,1,0,0,Daisy,Ragdoll
CAT_01399,Male,4,6,6,6,5,5,5,5,4,3,0,1,0,Thane,Norwegian Forest Cat
CAT_01400,Female,2,4,6,5,4,4,4,4,4,4,1,0,0,Willow,British Longhair
CAT_01401,Male,3,6,4,4,3,6,2,3,4,5,0,1,0,Boris,Abyssinian
CAT_01402,Male,2,4,7,6,6,6,4,5,4,3,0,1,0,Jasper,Ragdoll
CAT_01403,Female,4,4,5,5,6,6,6,6,5,3,1,0,0,Luna,Balinese
CAT_01404,Male,5,5,7,5,3,7,6,6,4,4,0,1,0,Khan,Bengal
CAT_01405,Male,3,4,5,6,4,5,4,4,4,3,0,1,0,Felix,British Shorthair
CAT_01406,Male,2,3,7,6,6,6,4,5,4,3,0,1,0,Cooper,Maine Coon
CAT_01407,Male,2,4,5,4,1,7,4,4,4,4,0,1,0,Rocky,Abyssinian
CAT_01408,Male,7,6,4,4,1,7,4,1,6,6,0,1,0,Brutus,Sphynx
CAT_01409,Male,6,4,4,5,3,3,5,4,3,3,0,1,0,Thane,British Longhair
CAT_01410,Male,4,4,6,6,5,4,6,6,5,2,0,1,0,Oliver,Persian
CAT_01411,Female,1,4,6,5,2,5,2,2,6,5,1,0,0,Luna,Abyssinian
CAT_01412,Female,4,5,4,4,4,6,4,2,5,3,1,0,0,Onyx,British Shorthair
CAT_01413,Female,5,5,6,2,2,7,4,2,3,4,1,0,0,Zara,Siamese
CAT_01414,Male,4,5,6,5,4,1,3,4,2,4,0,1,0,Jasper,Ragdoll
CAT_01415,Female,4,4,4,6,4,1,6,6,6,1,1,0,0,Clementine,Persian
CAT_01416,Female,4,4,5,4,3,7,5,4,6,5,1,0,0,Raven,Maine Coon
CAT_01417,Male,1,6,7,6,7,7,6,4,4,4,0,1,0,Blaze,Abyssinian
CAT_01418,Female,5,5,4,4,2,5,5,3,5,4,1,0,0,Vesper,British Longhair
CAT_01419,Male,3,4,5,5,2,7,5,4,4,3,0,1,0,Gatsby,Norwegian Forest Cat
CAT_01420,Male,4,4,6,5,6,5,6,4,3,2,0,1,0,Orion,Siberian
CAT_01421,Male,2,6,7,6,5,5,6,6,4,1,0,1,0,Max,Abyssinian
CAT_01422,Female,2,5,6,6,4,7,6,6,4,2,1,0,0,Luna,British Shorthair
CAT_01423,Female,4,5,6,6,7,7,4,6,4,4,1,0,0,Akira,Burmese
CAT_01424,Female,1,4,6,3,2,7,4,4,3,7,1,0,0,Odessa,Sphynx
CAT_01425,Female,1,4,7,7,4,5,6,6,4,2,1,0,0,Willow,Maine Coon
CAT_01426,Female,2,4,6,5,4,7,4,4,5,3,1,0,0,Lola,Ocicat
CAT_01427,Female,3,5,6,6,6,7,7,6,4,1,1,0,0,Nova,Havana Brown
CAT_01428,Male,1,6,7,6,3,5,6,5,4,2,0,1,0,Jasper,American Bobtail
CAT_01429,Male,2,2,6,6,4,6,4,6,4,2,0,1,0,Mochi,British Longhair
CAT_01430,Female,4,5,4,5,2,6,6,5,4,3,1,0,0,Raven,Norwegian Forest Cat
CAT_01431,Female,1,3,7,6,4,5,6,6,6,3,1,0,0,Luna,British Longhair
CAT_01432,Female,1,4,6,7,7,7,6,6,4,2,1,0,0,Daisy,Birman
CAT_01433,Male,2,4,6,6,4,6,6,6,4,5,0,1,0,Jasper,Norwegian Forest Cat
CAT_01434,Female,2,3,6,6,3,6,6,6,5,4,1,0,0,Whiskers,Ragdoll
CAT_01435,Male,3,2,4,4,2,1,4,2,6,7,0,1,0,Brutus,Sphynx
CAT_01436,Female,3,5,7,6,3,7,6,6,6,6,1,0,0,Aurora,Abyssinian
CAT_01437,Female,2,3,6,6,1,6,7,6,6,6,1,0,0,Lola,Russian Blue
CAT_01438,Male,4,3,6,6,6,6,6,6,6,3,0,1,0,Oliver,Maine Coon
CAT_01439,Female,3,5,5,4,3,4,6,6,6,5,1,0,0,Raven,Bombay
CAT_01440,Female,5,3,4,4,2,3,4,4,4,3,1,0,0,Onyx,Persian
CAT_01441,Male,6,4,5,4,4,5,4,3,4,2,0,1,0,Brock,Oriental Shorthair
CAT_01442,Male,3,5,5,5,7,5,6,6,4,1,0,1,0,Jasper,Abyssinian
CAT_01443,Female,5,4,6,6,1,7,6,6,5,5,1,0,0,Onyx,Siamese
CAT_01444,Female,3,4,4,4,3,5,4,3,4,5,1,0,0,Luna,British Shorthair
CAT_01445,Female,4,5,5,6,5,5,5,5,4,4,1,0,0,Whiskers,Maine Coon
CAT_01446,Female,4,3,6,6,2,6,4,5,5,2,1,0,0,Piper,Ragdoll
CAT_01447,Female,2,4,5,3,3,6,6,3,5,5,1,0,0,Sage,Korat
CAT_01448,Female,4,4,5,5,4,5,3,4,4,3,1,0,0,Clio,Siberian
CAT_01449,Female,2,3,5,6,4,3,4,4,4,3,1,0,0,Remi,Norwegian Forest Cat
CAT_01450,Female,6,5,6,4,7,7,6,4,5,2,1,0,0,Xanthe,Savannah
CAT_01451,Female,4,5,4,5,2,4,5,4,4,5,1,0,0,Luna,Abyssinian
CAT_01452,Male,6,5,4,4,2,6,5,4,5,4,0,1,0,Jasper,British Shorthair
CAT_01453,Male,4,6,4,4,5,7,3,4,5,3,0,1,0,Nitro,Abyssinian
CAT_01454,Male,2,5,6,5,6,7,4,4,5,2,0,1,0,Apollo,Ragdoll
CAT_01455,Unknown,4,1,6,6,6,2,6,6,4,2,0,0,1,Mochi,Persian
CAT_01456,Female,6,3,4,4,4,5,4,3,6,4,1,0,0,Raven,British Longhair
CAT_01457,Female,2,2,7,4,4,5,6,4,4,3,1,0,0,Gracie,Siberian
CAT_01458,Female,6,5,6,5,1,1,4,2,3,2,1,0,0,Sphinx,Sphynx
CAT_01459,Female,4,5,6,3,5,5,4,3,4,4,1,0,0,Willow,Norwegian Forest Cat
CAT_01460,Male,2,3,7,6,4,7,4,7,4,4,0,1,0,Bentley,Maine Coon
